Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Wed Dec 14 2016,7:30 pm,Los Angeles Lakers,97,Brooklyn Nets,107,Box Score,,
Wed Dec 14 2016,8:30 pm,Detroit Pistons,95,Dallas Mavericks,85,Box Score,,
Wed Dec 14 2016,8:00 pm,Sacramento Kings,98,Houston Rockets,132,Box Score,,
Wed Dec 14 2016,8:00 pm,Cleveland Cavaliers,85,Memphis Grizzlies,93,Box Score,,
Wed Dec 14 2016,7:00 pm,Indiana Pacers,89,Miami Heat,95,Box Score,,
Wed Dec 14 2016,7:00 pm,Los Angeles Clippers,113,Orlando Magic,108,Box Score,,
Wed Dec 14 2016,7:00 pm,Toronto Raptors,123,Philadelphia 76ers,114,Box Score,,
Wed Dec 14 2016,9:30 pm,Boston Celtics,101,San Antonio Spurs,108,Box Score,,
Wed Dec 14 2016,9:00 pm,Oklahoma City Thunder,89,Utah Jazz,109,Box Score,,
Wed Dec 14 2016,7:00 pm,Charlotte Hornets,106,Washington Wizards,109,Box Score,,
Thu Dec 15 2016,9:00 pm,Portland Trail Blazers,120,Denver Nuggets,132,Box Score,,
Thu Dec 15 2016,10:30 pm,New York Knicks,90,Golden State Warriors,103,Box Score,,
Thu Dec 15 2016,8:00 pm,Chicago Bulls,97,Milwaukee Bucks,108,Box Score,,
Thu Dec 15 2016,8:00 pm,Indiana Pacers,95,New Orleans Pelicans,102,Box Score,,
Thu Dec 15 2016,9:00 pm,San Antonio Spurs,107,Phoenix Suns,92,Box Score,,
Fri Dec 16 2016,7:30 pm,Charlotte Hornets,88,Boston Celtics,96,Box Score,,
Fri Dec 16 2016,8:00 pm,Milwaukee Bucks,95,Chicago Bulls,69,Box Score,,
Fri Dec 16 2016,8:00 pm,New Orleans Pelicans,100,Houston Rockets,122,Box Score,,
Fri Dec 16 2016,8:00 pm,Sacramento Kings,96,Memphis Grizzlies,92,Box Score,,
Fri Dec 16 2016,8:00 pm,Los Angeles Clippers,102,Miami Heat,98,Box Score,,
Fri Dec 16 2016,7:00 pm,Brooklyn Nets,111,Orlando Magic,118,Box Score,,
Fri Dec 16 2016,8:00 pm,Los Angeles Lakers,100,Philadelphia 76ers,89,Box Score,,
Fri Dec 16 2016,7:30 pm,Atlanta Hawks,125,Toronto Raptors,121,Box Score,,
Fri Dec 16 2016,10:30 pm,Dallas Mavericks,100,Utah Jazz,103,Box Score,,
Fri Dec 16 2016,7:00 pm,Detroit Pistons,108,Washington Wizards,122,Box Score,,
Sat Dec 17 2016,7:30 pm,Charlotte Hornets,107,Atlanta Hawks,99,Box Score,,
Sat Dec 17 2016,7:30 pm,Los Angeles Lakers,108,Cleveland Cavaliers,119,Box Score,,
Sat Dec 17 2016,9:00 pm,New York Knicks,114,Denver Nuggets,127,Box Score,,
Sat Dec 17 2016,7:00 pm,Indiana Pacers,105,Detroit Pistons,90,Box Score,,
Sat Dec 17 2016,10:30 pm,Portland Trail Blazers,90,Golden State Warriors,135,Box Score,,
Sat Dec 17 2016,8:00 pm,Houston Rockets,111,Minnesota Timberwolves,109,Box Score,OT,
Sat Dec 17 2016,5:00 pm,Phoenix Suns,101,Oklahoma City Thunder,114,Box Score,,
Sun Dec 18 2016,4:00 pm,Sacramento Kings,79,Dallas Mavericks,99,Box Score,,
Sun Dec 18 2016,6:00 pm,Utah Jazz,82,Memphis Grizzlies,73,Box Score,,
Sun Dec 18 2016,6:00 pm,Boston Celtics,105,Miami Heat,95,Box Score,,
Sun Dec 18 2016,6:00 pm,Toronto Raptors,109,Orlando Magic,79,Box Score,,
Sun Dec 18 2016,6:00 pm,Brooklyn Nets,107,Philadelphia 76ers,108,Box Score,,
Sun Dec 18 2016,7:00 pm,New Orleans Pelicans,100,San Antonio Spurs,113,Box Score,,
Sun Dec 18 2016,3:30 pm,Los Angeles Clippers,110,Washington Wizards,117,Box Score,,
Mon Dec 19 2016,8:00 pm,Detroit Pistons,82,Chicago Bulls,113,Box Score,,
Mon Dec 19 2016,9:00 pm,Dallas Mavericks,107,Denver Nuggets,117,Box Score,,
Mon Dec 19 2016,7:00 pm,Washington Wizards,105,Indiana Pacers,107,Box Score,,
Mon Dec 19 2016,8:00 pm,Phoenix Suns,108,Minnesota Timberwolves,115,Box Score,,
Mon Dec 19 2016,8:00 pm,Atlanta Hawks,110,Oklahoma City Thunder,108,Box Score,,
Tue Dec 20 2016,7:00 pm,Los Angeles Lakers,113,Charlotte Hornets,117,Box Score,,
Tue Dec 20 2016,10:30 pm,Utah Jazz,74,Golden State Warriors,104,Box Score,,
Tue Dec 20 2016,8:00 pm,San Antonio Spurs,102,Houston Rockets,100,Box Score,,
Tue Dec 20 2016,10:30 pm,Denver Nuggets,102,Los Angeles Clippers,119,Box Score,,
Tue Dec 20 2016,8:00 pm,Boston Celtics,112,Memphis Grizzlies,109,Box Score,OT,
Tue Dec 20 2016,7:30 pm,Orlando Magic,136,Miami Heat,130,Box Score,2OT,
Tue Dec 20 2016,8:00 pm,Cleveland Cavaliers,114,Milwaukee Bucks,108,Box Score,OT,
Tue Dec 20 2016,7:30 pm,Indiana Pacers,111,New York Knicks,118,Box Score,,
Tue Dec 20 2016,7:00 pm,New Orleans Pelicans,108,Philadelphia 76ers,93,Box Score,,
Tue Dec 20 2016,10:30 pm,Portland Trail Blazers,121,Sacramento Kings,126,Box Score,,
Tue Dec 20 2016,7:30 pm,Brooklyn Nets,104,Toronto Raptors,116,Box Score,,
Wed Dec 21 2016,7:30 pm,Minnesota Timberwolves,92,Atlanta Hawks,84,Box Score,,
Wed Dec 21 2016,8:00 pm,Washington Wizards,107,Chicago Bulls,97,Box Score,,
Wed Dec 21 2016,7:00 pm,Milwaukee Bucks,102,Cleveland Cavaliers,113,Box Score,,
Wed Dec 21 2016,7:30 pm,Memphis Grizzlies,98,Detroit Pistons,86,Box Score,,
Wed Dec 21 2016,8:00 pm,Oklahoma City Thunder,121,New Orleans Pelicans,110,Box Score,,
Wed Dec 21 2016,9:00 pm,Houston Rockets,125,Phoenix Suns,111,Box Score,,
Wed Dec 21 2016,10:00 pm,Dallas Mavericks,96,Portland Trail Blazers,95,Box Score,,
Wed Dec 21 2016,9:00 pm,Sacramento Kings,94,Utah Jazz,93,Box Score,,
Thu Dec 22 2016,7:30 pm,Golden State Warriors,117,Brooklyn Nets,101,Box Score,,
Thu Dec 22 2016,7:00 pm,Boston Celtics,109,Indiana Pacers,102,Box Score,,
Thu Dec 22 2016,10:30 pm,San Antonio Spurs,101,Los Angeles Clippers,106,Box Score,,
Thu Dec 22 2016,8:00 pm,Los Angeles Lakers,107,Miami Heat,115,Box Score,,
Thu Dec 22 2016,7:30 pm,Orlando Magic,95,New York Knicks,106,Box Score,,
Fri Dec 23 2016,7:30 pm,Oklahoma City Thunder,117,Boston Celtics,112,Box Score,,
Fri Dec 23 2016,7:00 pm,Chicago Bulls,91,Charlotte Hornets,103,Box Score,,
Fri Dec 23 2016,7:30 pm,Brooklyn Nets,99,Cleveland Cavaliers,119,Box Score,,
Fri Dec 23 2016,9:00 pm,Atlanta Hawks,109,Denver Nuggets,108,Box Score,,
Fri Dec 23 2016,7:30 pm,Golden State Warriors,119,Detroit Pistons,113,Box Score,,
Fri Dec 23 2016,10:30 pm,Dallas Mavericks,90,Los Angeles Clippers,88,Box Score,,
Fri Dec 23 2016,8:00 pm,Houston Rockets,109,Memphis Grizzlies,115,Box Score,,
Fri Dec 23 2016,8:00 pm,Washington Wizards,96,Milwaukee Bucks,123,Box Score,,
Fri Dec 23 2016,8:00 pm,Sacramento Kings,109,Minnesota Timberwolves,105,Box Score,,
Fri Dec 23 2016,8:00 pm,Miami Heat,87,New Orleans Pelicans,91,Box Score,,
Fri Dec 23 2016,7:00 pm,Los Angeles Lakers,90,Orlando Magic,109,Box Score,,
Fri Dec 23 2016,9:00 pm,Philadelphia 76ers,116,Phoenix Suns,123,Box Score,,
Fri Dec 23 2016,10:00 pm,San Antonio Spurs,110,Portland Trail Blazers,90,Box Score,,
Fri Dec 23 2016,9:00 pm,Toronto Raptors,104,Utah Jazz,98,Box Score,,
Sun Dec 25 2016,2:30 pm,Golden State Warriors,108,Cleveland Cavaliers,109,Box Score,,
Sun Dec 25 2016,10:30 pm,Los Angeles Clippers,102,Los Angeles Lakers,111,Box Score,,
Sun Dec 25 2016,12:00 pm,Boston Celtics,119,New York Knicks,114,Box Score,,
Sun Dec 25 2016,8:00 pm,Minnesota Timberwolves,100,Oklahoma City Thunder,112,Box Score,,
Sun Dec 25 2016,5:00 pm,Chicago Bulls,100,San Antonio Spurs,119,Box Score,,
Mon Dec 26 2016,7:30 pm,Charlotte Hornets,118,Brooklyn Nets,120,Box Score,,
Mon Dec 26 2016,8:00 pm,Indiana Pacers,85,Chicago Bulls,90,Box Score,,
Mon Dec 26 2016,7:30 pm,Cleveland Cavaliers,90,Detroit Pistons,106,Box Score,,
Mon Dec 26 2016,8:00 pm,Phoenix Suns,115,Houston Rockets,131,Box Score,,
Mon Dec 26 2016,10:30 pm,Denver Nuggets,106,Los Angeles Clippers,102,Box Score,,
Mon Dec 26 2016,8:00 pm,Atlanta Hawks,90,Minnesota Timberwolves,104,Box Score,,
Mon Dec 26 2016,8:00 pm,Dallas Mavericks,104,New Orleans Pelicans,111,Box Score,,
Mon Dec 26 2016,7:00 pm,Memphis Grizzlies,102,Orlando Magic,112,Box Score,,
Mon Dec 26 2016,10:00 pm,Toronto Raptors,95,Portland Trail Blazers,91,Box Score,,
Mon Dec 26 2016,10:30 pm,Philadelphia 76ers,100,Sacramento Kings,102,Box Score,,
Mon Dec 26 2016,7:00 pm,Milwaukee Bucks,102,Washington Wizards,107,Box Score,,
Tue Dec 27 2016,7:30 pm,Memphis Grizzlies,103,Boston Celtics,113,Box Score,,
Tue Dec 27 2016,8:30 pm,Houston Rockets,123,Dallas Mavericks,107,Box Score,,
Tue Dec 27 2016,10:30 pm,Utah Jazz,102,Los Angeles Lakers,100,Box Score,,
Tue Dec 27 2016,7:30 pm,Oklahoma City Thunder,106,Miami Heat,94,Box Score,,
Wed Dec 28 2016,7:30 pm,New York Knicks,98,Atlanta Hawks,102,Box Score,OT,
Wed Dec 28 2016,8:00 pm,Brooklyn Nets,99,Chicago Bulls,101,Box Score,,
Wed Dec 28 2016,9:00 pm,Minnesota Timberwolves,103,Denver Nuggets,105,Box Score,,
Wed Dec 28 2016,7:30 pm,Milwaukee Bucks,119,Detroit Pistons,94,Box Score,,
Wed Dec 28 2016,10:30 pm,Toronto Raptors,111,Golden State Warriors,121,Box Score,,
Wed Dec 28 2016,8:00 pm,Los Angeles Clippers,98,New Orleans Pelicans,102,Box Score,,
Wed Dec 28 2016,7:00 pm,Charlotte Hornets,120,Orlando Magic,101,Box Score,,
Wed Dec 28 2016,10:00 pm,Sacramento Kings,89,Portland Trail Blazers,102,Box Score,,
Wed Dec 28 2016,8:30 pm,Phoenix Suns,98,San Antonio Spurs,119,Box Score,,
Wed Dec 28 2016,7:00 pm,Indiana Pacers,105,Washington Wizards,111,Box Score,,
Thu Dec 29 2016,7:00 pm,Miami Heat,,Charlotte Hornets,,,,
Thu Dec 29 2016,8:00 pm,Boston Celtics,,Cleveland Cavaliers,,,,
Thu Dec 29 2016,10:30 pm,Dallas Mavericks,,Los Angeles Lakers,,,,
Thu Dec 29 2016,8:00 pm,Oklahoma City Thunder,,Memphis Grizzlies,,,,
Thu Dec 29 2016,9:00 pm,Toronto Raptors,,Phoenix Suns,,,,
Thu Dec 29 2016,9:00 pm,Philadelphia 76ers,,Utah Jazz,,,,
Fri Dec 30 2016,8:00 pm,Detroit Pistons,,Atlanta Hawks,,,,
Fri Dec 30 2016,7:30 pm,Miami Heat,,Boston Celtics,,,,
Fri Dec 30 2016,9:00 pm,Philadelphia 76ers,,Denver Nuggets,,,,
Fri Dec 30 2016,10:30 pm,Dallas Mavericks,,Golden State Warriors,,,,
Fri Dec 30 2016,8:00 pm,Los Angeles Clippers,,Houston Rockets,,,,
Fri Dec 30 2016,4:00 pm,Chicago Bulls,,Indiana Pacers,,,,
Fri Dec 30 2016,8:00 pm,Milwaukee Bucks,,Minnesota Timberwolves,,,,
Fri Dec 30 2016,8:00 pm,New York Knicks,,New Orleans Pelicans,,,,
Fri Dec 30 2016,8:30 pm,Portland Trail Blazers,,San Antonio Spurs,,,,
Fri Dec 30 2016,7:00 pm,Brooklyn Nets,,Washington Wizards,,,,
Sat Dec 31 2016,7:00 pm,Milwaukee Bucks,,Chicago Bulls,,,,
Sat Dec 31 2016,7:00 pm,Cleveland Cavaliers,,Charlotte Hornets,,,,
Sat Dec 31 2016,8:00 pm,New York Knicks,,Houston Rockets,,,,
Sat Dec 31 2016,8:00 pm,Los Angeles Clippers,,Oklahoma City Thunder,,,,
Sat Dec 31 2016,5:00 pm,Memphis Grizzlies,,Sacramento Kings,,,,
Sat Dec 31 2016,8:00 pm,Phoenix Suns,,Utah Jazz,,,,
